customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bucket,services_count,monthly_to_total_ratio,internet_no_tech_support,fiber_optic,month_to_month,no_online_security,expected_tenure,CLV
1899-VXWXM,1,0,0,0,48,1,2,1,0,2,2,0,2,2,1,1,1,106.1,5082.8,1,2,7,0.9980364436066606,1,1,0,1,54,5729.4
7595-EHCDL,1,0,1,1,32,0,1,0,0,0,2,0,2,2,0,0,1,50.6,1653.45,0,2,4,1.0211524209486167,1,0,1,1,38,1922.8
1455-HFBXA,1,0,1,0,52,1,2,1,2,0,2,2,0,0,2,1,1,91.6,4627.8,0,2,6,0.971573731944911,0,1,0,0,84,7694.4
4495-LHSSK,0,0,0,1,18,1,2,0,2,0,0,0,0,0,0,0,3,57.65,992.7,0,1,4,0.9566348655680833,1,0,1,0,24,1383.6
4588-YBNIB,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,19.6,1,0,1,1.0,0,0,1,0,7,137.20000000000002
6035-BXTTY,0,1,0,0,32,1,0,0,0,2,0,2,0,0,0,0,0,54.65,1830.1,0,2,4,1.046489021043001,0,0,1,1,38,2076.7
3198-VELRD,0,0,1,1,3,1,2,1,0,0,0,0,0,2,0,1,0,84.75,264.85,1,0,4,1.041691248770895,1,1,1,1,9,762.75
0567-XRHCU,0,0,1,1,69,0,1,0,2,0,2,0,0,2,2,1,1,43.95,2960.1,0,2,4,0.9761092150170647,1,0,0,0,84,3691.8
5150-ITWWB,1,1,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.85,335.75,0,0,5,1.1799332279037078,1,1,1,1,9,853.65
5419-JPRRN,1,0,0,0,1,1,2,1,0,0,2,0,2,2,0,1,2,101.45,101.45,1,0,6,1.0,1,1,1,1,7,710.15
7472-EQOAV,1,1,1,1,71,1,0,1,2,2,2,0,0,0,1,1,0,86.7,6179.35,0,2,5,1.0038419676072583,1,1,0,0,78,6762.6
9993-LHIEB,1,0,1,1,67,1,0,0,2,0,2,2,0,2,2,0,3,67.85,4627.65,0,2,6,1.0179720410475257,0,0,0,0,84,5699.4
6689-VRRTK,0,1,0,0,44,1,2,1,2,2,2,0,2,2,1,1,1,109.8,4860.35,0,2,8,1.0060336976320583,1,1,0,0,54,5929.2
3283-WCWXT,1,0,1,1,6,1,2,2,1,1,1,1,1,1,2,0,3,25.4,153.3,0,0,2,1.0059055118110238,0,0,0,0,36,914.4
3066-RRJIO,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.95,69.95,1,0,2,1.0,1,1,1,1,7,489.65000000000003
1066-JKSGK,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15,1,0,1,1.0,0,0,1,0,7,141.04999999999998
2361-FJWNO,1,0,0,0,40,0,1,0,0,2,0,2,0,0,1,0,1,36.0,1382.9,0,2,3,0.9603472222222222,0,0,0,1,54,1944.0
0434-CSFON,0,0,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.5,4707.1,0,2,6,0.9965279983063408,1,1,1,1,53,5326.5
9631-RXVJM,1,0,0,0,35,1,0,2,1,1,1,1,1,1,2,0,3,19.25,677.9,0,2,1,1.0061595547309832,0,0,0,0,60,1155.0
1187-WILMM,1,0,1,1,63,1,2,0,2,2,2,2,2,2,2,1,1,89.4,5597.65,0,2,9,0.9938656297716698,0,0,0,0,84,7509.6
7395-IGJOS,1,1,1,0,17,1,0,1,0,0,0,0,0,2,0,0,0,81.5,1329.2,1,1,3,0.9593648502345724,1,1,1,1,23,1874.5
6896-SRVYQ,1,1,0,0,44,1,0,1,0,0,2,0,0,0,0,0,2,73.85,3122.4,0,2,3,0.9609158613897951,1,1,1,1,50,3692.4999999999995
4290-BSXUX,1,0,1,0,3,1,2,1,0,0,0,2,0,0,0,1,0,79.65,251.75,1,0,4,1.053567691985771,0,1,1,1,9,716.85
8884-MRNSU,1,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,0,19.9,329.75,0,1,1,0.9747265740467043,0,0,0,0,30,597.0
0220-EBGCE,1,0,0,0,2,1,0,1,0,0,2,0,0,2,0,1,2,85.85,167.3,1,0,4,0.9743739079790333,1,1,1,1,8,686.8
0928-JMXNP,1,1,1,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.9,118.25,0,0,2,0.9887123745819398,1,0,1,1,10,299.0
3295-YVUSR,1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,72.6,154.3,0,0,3,1.06267217630854,1,1,1,1,8,580.8
3146-MSEGF,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,88.05,6425.65,0,2,9,1.013573411571708,0,0,0,0,84,7396.2
9347-AERRL,1,0,1,0,23,1,0,2,1,1,1,1,1,1,1,0,1,19.3,486.2,0,1,1,1.0952917323721558,0,0,0,0,30,579.0
6323-AYBRX,1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,0,3,19.35,1099.6,1,2,1,0.9631673455086934,0,0,0,0,84,1625.4
9068-VPWQQ,1,0,1,0,61,1,2,0,2,0,2,2,0,2,2,0,1,75.35,4729.3,0,2,7,1.0289251253712186,0,0,0,0,84,6329.4
4933-BSAIP,0,0,1,0,40,1,0,2,1,1,1,1,1,1,2,0,3,19.1,780.1,0,2,1,1.0210732984293194,0,0,0,0,60,1146.0
5144-PQCDZ,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,3,19.95,59.25,0,0,1,0.7424812030075189,0,0,1,0,10,199.5
1561-BWHIN,1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.8,344.5,0,1,1,0.9157363104731526,0,0,0,0,30,594.0
3239-TPHPZ,0,0,1,0,12,1,0,2,1,1,1,1,1,1,2,1,2,20.05,264.55,0,3,1,1.0995428096425601,0,0,0,0,36,721.8000000000001
0042-RLHYP,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.7,1396.9,0,2,1,1.0276612962554257,0,0,0,0,84,1654.8
7361-YPXFS,0,1,0,0,28,1,2,0,0,2,2,2,0,0,0,0,0,64.45,1867.6,0,2,6,1.034910783553142,0,0,1,1,34,2191.3
0744-GKNGE,0,0,1,1,64,1,2,1,2,0,0,2,0,0,0,1,0,86.8,5327.25,0,2,5,0.9589663738479263,0,1,1,0,70,6076.0
9018-PCIOK,0,0,0,0,55,1,0,0,0,2,2,0,0,2,2,1,3,64.75,3617.1,0,2,5,1.0156826956826956,1,0,0,1,84,5439.0
2676-OXPPQ,1,0,0,0,6,1,0,0,2,2,0,0,0,0,0,1,0,55.7,335.65,0,0,4,1.0043387193297424,1,0,1,0,12,668.4000000000001
7317-GGVPB,1,0,1,0,71,1,2,1,0,2,2,2,2,2,2,1,1,108.6,7690.9,1,2,8,0.997445075610199,0,1,0,1,84,9122.4
7005-CYUIL,0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,2,99.4,7168.25,0,2,7,1.0157069175617082,0,1,0,0,84,8349.6
6603-QWSPR,0,0,0,0,46,1,0,1,0,2,2,2,2,2,2,1,0,104.4,4904.2,0,2,7,1.0211977344661,0,1,0,1,60,6264.0
5135-GRQJV,1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,3,114.5,8331.95,0,2,9,1.0106683648714216,0,1,0,0,84,9618.0
7008-LZVOZ,1,0,1,1,66,1,2,2,1,1,1,1,1,1,2,1,1,25.3,1672.35,0,2,2,1.0015271289974848,0,0,0,0,84,2125.2000000000003
0969-RGKCU,1,0,1,1,37,1,0,2,1,1,1,1,1,1,1,0,1,19.8,677.05,0,2,1,0.9241741741741741,0,0,0,0,54,1069.2
3886-CERTZ,0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,1,2,109.25,8109.8,1,2,8,1.0309941520467836,0,1,0,1,78,8521.5
8859-DZTGQ,1,0,0,0,33,1,0,2,1,1,1,1,1,1,2,0,3,20.35,689.75,0,2,1,1.0271014816469362,0,0,0,0,60,1221.0
3597-YASZG,0,1,1,0,70,1,2,1,0,2,0,2,2,2,2,1,0,104.45,7349.35,0,2,7,1.0051767763112904,0,1,0,1,84,8773.800000000001
7564-GHCVB,0,0,1,1,72,1,2,1,2,0,0,0,0,0,2,0,0,79.05,5730.7,0,2,4,1.0068697729988054,1,1,0,0,84,6640.2
3096-YXENJ,0,0,1,0,65,1,2,1,0,2,2,2,2,2,2,1,0,107.65,7082.85,0,2,8,1.0122333773982637,0,1,0,1,84,9042.6
2959-EEXWB,0,0,1,1,45,0,1,0,2,0,0,0,2,2,0,1,0,50.9,2333.85,0,2,4,1.0189259986902424,1,0,1,0,51,2595.9
2786-GCDPI,0,1,0,0,50,1,2,1,0,0,2,2,2,2,0,1,2,104.95,5222.35,0,2,7,0.9952072415435923,0,1,1,1,56,5877.2
2039-JONDJ,1,0,0,0,27,1,0,0,2,2,0,0,0,0,1,0,0,55.45,1477.65,0,2,4,0.9869752529806632,1,0,0,0,42,2328.9
2603-HVKCG,1,0,0,0,31,1,0,1,0,2,2,0,2,2,0,1,2,101.4,3143.65,0,2,6,1.0000795317172488,1,1,1,1,37,3751.8
8225-BTJAU,1,1,0,0,10,1,0,1,0,0,0,0,0,2,0,1,2,79.25,793.55,1,3,3,1.0013249211356465,1,1,1,1,16,1268.0
1060-ENTOF,0,1,1,0,67,1,2,1,2,2,2,2,0,2,1,1,1,105.4,7035.6,0,2,8,0.9962898977597779,0,1,0,0,78,8221.2
6368-TZZDT,1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,1,19.5,96.85,0,0,1,1.2416666666666667,0,0,0,0,36,702.0
4837-PZTIC,0,0,0,0,47,0,1,0,2,0,2,2,0,0,2,0,3,41.9,1875.25,0,2,4,0.9522419133702331,0,0,0,0,60,2514.0
6595-COKXZ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.45,44.45,1,0,2,1.0,1,0,1,1,7,311.15000000000003
7384-GHBPI,1,0,1,0,3,0,1,0,0,0,0,0,0,2,0,1,2,35.15,99.75,1,0,2,0.945945945945946,1,0,1,1,9,316.34999999999997
0885-HMGPY,1,0,0,0,62,1,2,0,2,2,2,2,0,0,2,0,0,69.4,4237.5,0,2,7,0.9848238356419076,0,0,0,0,84,5829.6
1409-PHXTF,1,1,1,0,54,1,2,1,0,2,2,2,2,2,2,1,2,110.45,6077.75,0,2,8,1.0190215113257213,0,1,0,1,84,9277.800000000001
9705-ZJBCG,0,0,1,1,13,1,0,0,2,0,0,2,0,0,1,0,0,54.15,701.05,0,1,4,0.9958803892321898,0,0,0,0,30,1624.5
3096-IZETN,0,0,0,0,12,1,0,1,0,0,0,0,0,2,0,0,0,78.1,947.3,1,3,3,1.0107767819035425,1,1,1,1,18,1405.8
4291-SHSBH,1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.55,521.35,0,3,2,1.070863715723529,1,1,1,1,13,904.15
6088-BXMRG,0,0,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,98.85,3089.6,0,2,6,0.9767324228629236,1,1,1,1,38,3756.2999999999997
9426-SXNHE,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,0,18.75,53.15,0,0,1,1.4173333333333333,0,0,1,0,8,150.0
3243-ZHOHY,0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,3,20.1,296.15,0,1,1,0.9208644278606963,0,0,0,0,30,603.0
9402-ORRAH,0,1,0,0,15,1,0,1,0,0,0,0,2,2,0,1,2,91.5,1400.3,0,1,4,1.020255009107468,1,1,1,1,21,1921.5
7954-MLBUN,1,0,0,0,31,1,0,1,0,0,2,2,2,2,2,0,0,99.45,3109.9,0,2,6,1.0087416273374528,0,1,0,1,60,5967.0
8096-LOIST,0,0,0,0,19,1,0,0,0,0,0,0,0,2,0,1,2,56.2,1093.4,0,1,3,1.0239745270649936,1,0,1,1,25,1405.0
6127-IYJOZ,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,45.85,0,0,2,1.0,1,0,1,1,7,320.95
1121-QSIVB,0,0,0,1,44,1,2,0,0,2,0,0,2,2,1,1,3,77.55,3471.1,0,2,6,1.017261590762558,1,0,0,1,54,4187.7
6892-BOGQE,0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,1,0,20.9,1493.2,0,2,1,1.0062672686838736,0,0,0,0,84,1755.6
2391-IPLOP,1,0,1,1,50,1,2,0,0,0,2,2,2,0,1,1,2,69.65,3442.15,0,2,6,0.9884134960516869,0,0,0,1,66,4596.900000000001
9237-HQITU,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.7,151.65,1,0,2,1.0724893917963225,1,1,1,1,8,565.6
7594-LZNWR,1,1,0,0,34,1,0,1,0,0,0,0,0,0,0,0,1,69.15,2275.1,0,2,2,0.96767470545702,1,1,1,1,40,2766.0
6036-TTFYU,0,0,1,0,16,1,0,2,1,1,1,1,1,1,0,0,3,19.6,314.45,0,1,1,1.0027104591836733,0,0,1,0,22,431.20000000000005
5828-DWPIL,1,1,1,0,62,1,2,1,2,2,2,0,0,0,0,1,2,89.1,5618.3,0,2,6,1.0170341406900547,1,1,1,0,68,6058.799999999999
8413-VONUO,1,0,0,0,2,1,0,1,0,2,0,0,2,2,0,0,2,95.65,167.3,1,0,5,0.8745426032409828,1,1,1,1,8,765.2
5846-ABOBJ,1,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.45,1730.65,0,2,2,0.9969469166738674,0,0,0,0,84,2053.7999999999997
4952-YSOGZ,0,0,1,1,4,1,2,1,0,0,0,0,0,2,0,1,2,85.95,381.3,1,0,4,1.1090750436300174,1,1,1,1,10,859.5
2252-NKNSI,1,0,0,1,52,1,2,0,2,2,0,2,2,2,2,1,3,85.15,4461.85,0,2,8,1.0076900492343828,0,0,0,0,84,7152.6
7608-RGIRO,1,0,0,1,62,1,2,2,1,1,1,1,1,1,2,1,3,24.4,1413.0,0,2,2,0.9340296139608673,0,0,0,0,84,2049.6
9795-NREXC,0,0,1,0,64,1,2,0,2,0,2,2,2,2,2,1,1,85.0,5484.4,0,2,8,1.0081617647058823,0,0,0,0,84,7140.0
4182-BGSIQ,0,0,1,1,10,1,0,2,1,1,1,1,1,1,0,1,0,19.8,196.75,0,3,1,0.9936868686868687,0,0,1,0,16,316.8
3800-LYTRK,0,0,0,0,14,1,0,0,2,0,0,2,0,0,1,0,3,55.7,795.15,0,1,4,1.0196845344960246,0,0,0,0,30,1671.0
0674-DGMAQ,1,1,1,0,32,1,2,1,0,2,2,0,0,2,0,1,2,93.5,2970.8,0,2,6,0.9929144385026739,1,1,1,1,38,3553.0
9581-GVBXT,1,0,1,1,59,0,1,0,2,0,2,0,0,0,1,0,3,34.8,1980.3,0,2,3,0.9644944476914086,1,0,0,0,66,2296.7999999999997
2956-GGUCQ,1,1,1,0,24,1,2,1,2,0,0,0,0,0,0,1,2,78.85,1772.25,1,1,4,0.9365091946734306,1,1,1,0,30,2365.5
3078-ZKNTS,0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,1,0,19.75,246.7,0,1,1,0.960856864654333,0,0,0,0,36,711.0
3227-WLKLI,0,0,1,1,65,1,2,0,2,2,2,2,2,2,2,0,0,91.55,5963.95,0,2,9,1.0022182077889341,0,0,0,0,84,7690.2
4283-IVYCI,1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,64.95,547.8,0,3,5,0.9371311265075697,0,0,1,0,15,974.25
5916-QEWPT,0,0,1,0,2,1,0,0,0,0,2,0,2,2,0,0,1,69.0,147.8,0,0,5,1.0710144927536234,1,0,1,1,8,552.0
5906-DVAPM,0,0,1,1,55,1,2,0,2,2,0,2,2,0,1,1,1,75.0,4213.9,0,2,7,1.021551515151515,0,0,0,0,66,4950.0
7000-WCEVQ,0,1,0,0,20,1,2,0,0,0,0,0,0,2,0,1,3,61.6,1174.35,1,1,4,0.9532061688311687,1,0,1,1,26,1601.6000000000001
6510-UPNKS,0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.8,615.35,0,1,2,1.0788043478260871,0,0,0,0,30,744.0
8999-EXMNO,0,0,1,1,19,1,0,2,1,1,1,1,1,1,2,0,3,20.15,387.7,0,1,1,1.0126681467937835,0,0,0,0,36,725.4
6997-UVGOX,1,0,1,1,71,1,0,0,2,2,2,2,2,2,2,0,0,85.45,6029.9,0,2,8,0.9938931423532417,0,0,0,0,84,7177.8
6198-RTPMF,0,0,1,0,17,1,2,1,0,0,0,0,2,2,0,0,2,92.6,1579.7,0,1,5,1.0034938381400078,1,1,1,1,23,2129.7999999999997
9135-MGVPY,1,0,1,0,69,1,0,0,2,2,2,2,2,2,2,1,3,84.7,5878.9,0,2,8,1.005920298410417,0,0,0,0,84,7114.8
9553-DLCLU,0,0,0,1,13,1,2,0,2,2,2,2,2,2,2,0,1,88.95,1161.75,0,1,9,1.0046698663899338,0,0,0,0,36,3202.2000000000003
0013-SMEOE,0,1,1,0,71,1,0,1,2,2,2,2,2,2,2,1,0,109.7,7904.25,0,2,8,1.0148355951570867,0,1,0,0,84,9214.800000000001
4933-IKULF,0,1,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.65,330.6,0,1,1,0.9417461900014245,0,0,0,0,30,619.5
7929-SKFGK,1,0,1,0,70,1,2,1,2,2,2,2,2,2,2,0,1,114.3,8244.3,0,2,9,1.0304086989126358,0,1,0,0,84,9601.199999999999
4391-RESHN,1,0,0,0,23,1,2,1,0,0,2,2,2,2,0,1,3,104.05,2470.1,1,1,7,1.0321542736560598,0,1,1,1,29,3017.45
1028-FFNJK,1,1,1,0,30,1,2,1,0,0,0,2,2,2,0,1,2,101.5,2917.65,0,2,6,0.9581773399014779,0,1,1,1,36,3654.0
2883-ILGWO,1,1,0,0,57,1,2,1,0,2,0,2,2,2,0,1,0,104.9,5913.95,0,2,7,0.9890706269964711,0,1,1,1,63,6608.700000000001
0106-GHRQR,1,0,0,0,16,1,2,0,0,2,2,0,0,2,0,1,0,71.4,1212.1,0,1,6,1.0610119047619047,1,0,1,1,22,1570.8000000000002
3647-GMGDH,1,0,1,0,22,1,0,1,0,0,2,0,2,2,0,1,1,94.7,1914.9,1,1,5,0.9191225880771815,1,1,1,1,28,2651.6
7233-DRTRF,1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,102.4,6444.05,0,2,7,0.9988916790674602,1,1,1,1,69,7065.6
8654-DHAOW,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,3,54.15,101.65,0,0,4,0.9385964912280702,1,0,1,1,8,433.2
2799-ARNLO,0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.35,341.6,0,0,2,0.9851478010093728,1,1,1,1,11,762.8499999999999
9501-UKKNL,1,0,0,0,59,0,1,0,0,0,0,2,2,2,0,1,2,51.7,3005.8,0,2,4,0.9854112710225224,0,0,1,1,65,3360.5
2384-OVPSA,0,1,0,0,38,1,0,2,1,1,1,1,1,1,2,0,3,20.2,735.9,0,2,1,0.9587024491922876,0,0,0,0,60,1212.0
7341-LXCAF,1,0,1,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.65,301.4,1,0,3,1.0093770931011385,1,1,1,1,10,746.5
7009-LGECI,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,1,0,50.55,235.65,0,0,3,1.1654302670623147,1,0,1,0,10,505.5
6734-GMPVK,1,0,0,0,5,1,2,1,0,2,2,0,2,2,0,0,2,105.3,550.6,0,0,7,1.0457739791073124,1,1,1,1,11,1158.3
2873-ZLIWT,0,0,1,1,40,1,2,1,0,0,2,2,0,0,0,1,2,84.85,3303.05,1,2,5,0.973202710665881,0,1,1,1,46,3903.1
3892-NXAZG,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05,8289.2,0,2,9,1.0094500462759999,0,1,0,0,84,9580.199999999999
6295-OSINB,1,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,109.65,7880.25,0,2,8,0.9981570147438821,1,1,0,0,84,9210.6
4702-IOQDC,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.1,70.1,1,0,2,1.0,1,1,1,1,7,490.69999999999993
3557-HTYWR,0,0,0,0,47,1,2,0,2,2,0,2,0,2,2,0,3,74.05,3496.3,0,2,7,1.0045828724122574,0,0,0,0,60,4443.0
6797-UCJHZ,0,1,1,0,66,1,2,1,0,2,2,0,2,2,1,0,1,104.6,6819.45,0,2,7,0.987810707456979,1,1,0,1,78,8158.799999999999
7634-HLQJR,0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,1,20.05,1016.7,0,2,1,1.0788984984347643,0,0,0,0,60,1203.0
7088-FBAWU,0,0,1,1,17,1,0,0,2,2,0,0,2,2,0,0,3,74.55,1215.8,0,1,6,0.9593245749003827,1,0,1,0,23,1714.6499999999999
5010-IPEAQ,0,0,1,1,67,0,1,0,2,2,2,2,2,0,2,0,1,54.2,3623.95,0,2,6,0.99794844963375,0,0,0,0,84,4552.8
9058-CBREO,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.55,50.55,1,0,3,1.0,1,0,1,1,7,353.84999999999997
6464-KEXXH,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,1,25.25,186.3,0,3,1,0.9222772277227723,1,0,1,1,14,353.5
8263-OKETD,0,0,0,0,20,1,2,0,0,2,0,2,0,2,0,1,1,68.9,1370.35,0,1,6,0.9944484760522496,0,0,1,1,26,1791.4
7908-QCBCA,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.4,69.4,1,0,2,1.0,1,1,1,1,7,485.80000000000007
4817-KEQSP,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1326.35,0,2,1,0.9411076027956149,0,0,0,0,84,1667.4
4676-WLUHT,1,0,0,0,54,0,1,0,2,2,0,0,0,2,2,0,0,46.2,2431.95,0,2,4,0.9748075998075997,1,0,0,0,84,3880.8
5504-WSIUR,0,0,0,0,70,1,2,1,0,2,2,2,0,0,1,1,0,90.25,6385.95,0,2,6,1.0108349821923228,0,1,0,1,78,7039.5
5519-NPHVG,0,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,94.2,1046.1,1,3,5,0.925424628450106,1,1,1,1,18,1695.6000000000001
3551-HUAZH,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,74.4,1,0,3,1.0,1,1,1,1,7,520.8000000000001
1921-KYSAY,0,0,0,0,41,1,2,0,0,0,2,2,0,2,1,1,2,68.6,2877.05,0,2,6,1.0229147408092158,0,0,0,1,54,3704.3999999999996
5296-PSYVW,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,2,24.55,1750.7,0,2,2,0.9904390133514369,0,0,0,0,84,2062.2000000000003
2962-XPMCQ,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.15,98.5,1,0,2,1.0908084163898117,1,0,1,1,8,361.2
1845-CSBRZ,0,1,1,1,22,1,2,1,0,0,0,0,2,0,0,0,0,85.35,1961.6,0,1,4,1.0446823241199341,1,1,1,1,28,2389.7999999999997
6463-MVYRY,0,1,0,0,57,1,0,0,2,0,2,2,2,0,2,0,0,69.85,4003.0,0,2,6,1.0054126009368447,0,0,0,0,84,5867.4
0455-ENTCR,1,0,1,0,66,1,2,0,2,2,0,2,2,2,2,0,2,85.25,5538.35,0,2,8,0.9843330667377589,0,0,0,0,84,7161.0
8148-BPLZQ,1,0,0,0,34,1,0,0,0,2,0,0,0,0,0,1,2,49.8,1734.2,0,2,3,1.0242145050791402,1,0,1,1,40,1992.0
0723-VSOBE,0,1,0,0,45,0,1,0,0,0,0,0,0,2,1,0,2,34.2,1596.6,0,2,2,1.0374269005847951,1,0,0,1,54,1846.8000000000002
8232-CTLKO,0,0,1,1,66,1,0,0,2,0,0,0,2,0,2,1,2,59.75,3996.8,0,2,4,1.0135159122606823,1,0,0,0,84,5019.0
9891-NQDBD,0,0,1,0,28,1,2,2,1,1,1,1,1,1,1,0,3,25.55,672.2,0,2,2,0.9396142018451217,0,0,0,0,42,1073.1000000000001
5193-QLVZB,1,0,0,0,63,1,2,1,0,2,2,0,2,2,2,1,0,104.75,6536.5,0,2,7,0.9904913437133007,1,1,0,1,84,8799.0
0750-EBAIU,1,0,0,0,52,1,0,1,2,0,2,0,2,0,1,0,2,91.25,4738.3,0,2,5,0.9985879873551107,1,1,0,0,66,6022.5
0426-TIRNE,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9,1,0,1,1.0,0,0,1,0,7,146.29999999999998
8561-NMTBD,0,0,1,1,67,1,2,1,0,2,2,2,2,2,1,1,1,112.35,7388.45,0,2,8,0.9815342513068834,0,1,0,1,78,8763.3
5542-DHSXL,0,0,1,0,4,1,0,0,2,2,0,0,0,0,0,0,3,54.7,235.05,0,0,4,1.0742687385740401,1,0,1,0,10,547.0
6575-SUVOI,0,1,1,0,25,1,2,0,2,0,0,2,2,0,0,1,1,69.5,1752.65,0,2,6,1.0087194244604316,0,0,1,0,31,2154.5
9546-CQJSU,0,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.4,193.6,1,0,5,1.0590809628008753,1,1,1,1,8,731.2
4367-NUYAO,1,0,1,1,0,1,2,2,1,1,1,1,1,1,2,0,3,25.75,0.0,0,0,2,0.0,0,0,0,0,12,309.0
8695-WDYEA,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,51.25,51.25,0,0,3,1.0,1,0,1,0,7,358.75
8740-CRYFY,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,78.95,78.95,1,0,3,1.0,1,1,1,1,7,552.65
9531-NSBMR,0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,0,19.25,679.8,0,2,1,0.9809523809523809,0,0,0,0,42,808.5
0343-QLUZP,1,0,0,0,60,0,1,0,2,2,2,0,0,0,2,0,0,39.6,2424.5,0,2,4,1.0204124579124578,1,0,0,0,84,3326.4
7025-WCBNE,1,1,0,0,47,1,2,0,0,2,0,2,0,0,2,0,0,59.6,2754.0,0,2,5,0.9831500785377695,0,0,0,1,60,3576.0
4683-WYDOU,1,0,1,0,62,1,2,1,0,0,2,2,2,2,2,1,0,107.6,6912.7,0,2,7,1.0362003837390574,0,1,0,1,84,9038.4
3528-HFRIQ,1,1,1,0,71,0,1,0,0,2,2,0,2,2,0,1,0,52.3,3765.05,0,2,5,1.0139363908114079,1,0,1,1,77,4027.1
2739-CACDQ,0,1,0,0,17,1,2,1,0,0,2,0,0,0,0,1,1,82.65,1470.05,0,1,4,1.046261698871926,1,1,1,1,23,1900.95
0661-XEYAN,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.8,25.8,1,0,1,1.0,1,0,1,1,7,180.6
2363-BJLSL,1,0,0,0,62,1,0,0,0,2,2,2,2,2,0,1,0,80.4,4981.15,0,2,7,0.9992677740330604,0,0,1,1,68,5467.200000000001
0529-ONKER,1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,75.65,1146.65,1,1,3,1.0104868913857679,1,1,1,1,21,1588.65
7298-IZWLY,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,19.4,0,0,1,1.0,0,0,1,0,7,135.79999999999998
1955-IBMMB,1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,1,0,20.2,1192.3,0,2,1,1.0004195334787715,0,0,0,0,84,1696.8
7541-YLXCL,1,0,0,0,36,1,0,0,0,2,0,2,0,2,1,1,3,65.4,2498.4,1,2,5,1.0611620795107033,0,0,0,1,42,2746.8
